rank,country,user,affiliation,birth,rating,highest,match,win
25352,JP,agom,,,43,43,1,0
25352,BD,TasrinSultana,,1997,43,43,1,0
25352,JP,Chihuahua,,,43,44,3,0
25352,JP,Curious824,,1991,43,43,2,0
25352,CN,zyh10086,,,43,43,1,0
25352,JP,taruk11,,,43,43,1,0
25352,JP,hattrick3333,神戸電子専門学校,1997,43,43,1,0
25352,JP,kitkatayama,無し,1990,43,43,3,0
25352,IN,buddhabhu,,1998,43,43,2,0
25352,JP,ume_,,,43,43,1,0
25352,JP,myname6c7c2,Tokyo,1986,43,43,2,0
25352,TR,Cigarette,,1998,43,43,1,0
25352,HK,garethhkm2023,,2002,43,43,1,0
25352,JP,gaku913,,,43,43,2,0
25352,JP,hane_momiji,The University of Tokyo,1994,43,43,2,0
25352,JP,nntsugu,,1980,43,43,2,0
25352,JP,ine0056,Tachibanagakuen High School,2004,43,43,12,0
25352,JP,easily14,,1991,43,43,2,0
25352,JP,zuckey_17,,1991,43,43,1,0
25352,JP,Malice1010,,2000,43,43,9,0
25352,CN,su122333,,2000,43,43,2,0
25352,YE,smoked,,,43,43,2,0
25352,JP,hanamaruco,大学,1996,43,47,2,0
25352,JP,azara,,,43,43,2,0
25352,JP,ksktada,,1991,43,43,1,0
25352,JP,AMatsui,,1998,43,43,1,0
25352,JP,yoshipp,,1993,43,43,1,0
25352,JP,aki1283455,,,43,43,1,0
25352,JP,raru,,1989,43,43,2,0
25352,JP,Futoren,,2000,43,43,4,0
25352,JP,ishida20190503,dypg,1978,43,52,4,0
25352,JP,suraimu_kiyo,,1994,43,43,1,0
25352,VN,cnnnk,,,43,43,1,0
25352,JP,chilitreat,,1995,43,43,3,0
25352,IN,sam_jn,Motilal Nehru National Institute of Technology,2000,43,43,2,0
25352,JP,karaagesan,,1992,43,43,1,0
25352,IN,dlakhera,"Indian Institute Of Technology, Bombay, Mumbai",2001,43,43,2,0
25352,IN,jignesh1604,,2001,43,43,4,0
25352,JP,marsun34,TDK,1991,43,43,8,0
25352,JP,kd21,,,43,43,3,0
25352,JP,momoniku_btk,,1996,43,43,2,0
25352,JP,kzmaru,,,43,43,3,0
25352,CN,Acidwits,,2002,43,43,1,0
25352,JP,kaguralowen,,2019,43,43,1,0
25352,JP,adatom,,,43,43,2,0
25352,JP,tiwana,,1996,43,43,1,0
25352,IN,aarushbarwar,IIT(ISM) DHanbad,1999,43,43,1,0
25352,JP,much2000,,2000,43,43,2,0
25352,IN,funky_poseidon,,1998,43,43,1,0
25436,JP,ericode,engneet,,42,42,1,0
25436,JP,kobiki,RCO,,42,42,1,0
25436,BD,Battlejonin,,1996,42,42,2,0
25436,IN,sorablaze_11,,1998,42,42,1,0
25436,JP,hynicalsphere,,,42,42,1,0
25436,BD,sharifulalam,,1993,42,42,2,0
25436,JP,sodatsu,,1992,42,42,1,0
25436,JP,tokyoamado,,,42,42,2,0
25436,CN,M_yuxuan2004,,,42,42,3,0
25436,IN,jaywhite,,,42,42,1,0
25436,JP,locol,,,42,42,2,0
25436,JP,piro0526,,2000,42,42,2,0
25436,IN,FightClub,,1998,42,42,1,0
25436,CN,jianwei2017,,1996,42,42,1,0
25436,CN,ljl02161,,1999,42,43,6,0
25436,CN,ChenShuwei,,1998,42,42,2,0
25436,MD,nekhbet_m_g,,,42,42,1,0
25436,BD,quazi_adib,,2000,42,42,1,0
25436,CN,xiaoguaishou,,,42,42,1,0
25436,JP,kenhtss,,,42,42,1,0
25436,JP,DP,,,42,42,3,0
25436,JP,imbalilang,,,42,42,1,0
25436,JP,timaki,電気通信大学,1998,42,42,2,0
25436,JP,e34128,,,42,42,1,0
25436,JP,Vera2005,,2005,42,42,3,0
25436,JP,soumama97,,1999,42,42,4,0
25436,JP,lut,,,42,42,1,0
25436,CN,Rosalie,,,42,42,1,0
25436,IN,subru,Shiv Nadar University,1998,42,42,2,0
25436,CN,njtech1303170318,,1999,42,55,3,0
25436,CN,ApeLi,,2002,42,42,2,0
25436,JP,yuuki1036,,1987,42,42,2,0
25436,CN,Jacsong,,1997,42,42,3,0
25436,JP,uf044,,,42,42,2,0
25436,CN,Sevenhits,,,42,42,2,0
25436,JP,sn2562,,,42,42,2,0
25436,JP,IXIN,TAKADA,2004,42,42,3,0
25436,JP,stkc_88,,2001,42,42,3,0
25436,JP,kakipia,,1999,42,42,7,0
25436,JP,arukuhito,,1992,42,42,2,0
25436,JP,hikaru_kondo_ut,東北大学,,42,42,3,0
25436,JP,nakamu,,1975,42,42,1,0
25436,JP,kawasima,,1989,42,42,1,0
25436,JP,esezima,,1991,42,42,2,0
25436,JP,gyoubu,,2001,42,42,1,0
25436,JP,edafly,岡山大学大学院,1994,42,42,1,0
25436,JP,kilasomen,,,42,45,4,0
25436,JP,soilwing,,,42,42,4,0
25436,JP,Daichi17,,2000,42,42,2,0
25436,CN,Victor_DAI,Guangzhou ZhiXin High School,2003,42,42,5,0
25436,CN,Gorgeous1,,2019,42,42,1,0
25436,JP,Nuoun,金沢工業大学,1998,42,42,4,0
25436,CN,hnust_tanpuyu,18867383795,2001,42,42,2,0
25436,IN,Aniket_17,,1999,42,42,2,0
25436,JP,muro,,,42,42,1,0
25436,JP,tanaka_,,,42,42,2,0
25436,JP,BrackBox,,2000,42,42,1,0
25436,BR,PauloVitorRocha,,1997,42,42,1,0
25436,JP,d_aki,,,42,42,4,0
25436,VN,aresgod,Minh Tu Nguyen,1996,42,42,1,0
25436,JP,shady,,2000,42,42,7,0
25436,CN,Sincerely,,2000,42,42,1,0
25436,CN,chuyilin,,2000,42,42,1,0
25436,JP,vo39,,,42,42,2,0
25436,IN,matchstick97,NIT kurukshetra,1997,42,42,2,0
25436,JP,hajime1735,,,42,42,3,0
25436,EG,salman69,EJUST,2000,42,42,1,0
25436,JP,nekozuki_2525,N-highschool,2002,42,44,5,0
25436,JP,nonna,東京工業大学,1998,42,42,2,0
25436,JP,prime_brew,,1993,42,42,2,0
25436,JP,codeine,,1994,42,42,2,0
25436,JP,Munny,,,42,47,6,0
25436,IN,princeche17,,1999,42,42,4,0
25436,US,eeryi2,,,42,42,2,0
25436,KZ,GolDiuS,,2002,42,42,1,0
25436,JP,yycat,,1998,42,42,3,0
25436,JP,uni101,近畿大学,2000,42,42,3,0
25436,JP,yuta1,Kanazawa Institute of Technology,1994,42,42,4,0
25436,CN,GEOR,,2006,42,42,1,0
25436,JP,LeekFoo,,1991,42,42,1,0
25436,CN,houyiming,,2000,42,42,1,0
25436,JP,alalpha,,1982,42,42,2,0
25436,IN,code0rider,,1998,42,42,1,0
25436,CN,zghtyarecrenj,,2005,42,42,1,0
25436,JP,KensukeTakahara,,1990,42,42,1,0
25436,CN,HazardTrigger,,2002,42,42,1,0
25522,JP,yrockfield,a,,41,41,1,0
25522,JP,gdgdgutta,The University of Tokyo,,41,41,1,0
25522,JP,muzudho,個人,,41,41,1,0
25522,JP,cobalt,なし,,41,51,2,0
25522,JP,tokutake,,,41,41,1,0
25522,JP,amaguri,,1987,41,44,3,0
25522,JP,ktsujino,,,41,41,1,0
25522,JP,chun,,,41,41,3,0
25522,JP,minimalism000,,,41,41,4,0
25522,JP,suck,,2001,41,41,1,0
25522,JP,mg6,,1998,41,43,6,0
25522,JP,happpypeople,CHINA,2000,41,41,1,0
25522,CN,tangyuyao,,2007,41,41,3,0
25522,JP,jnch_wmt,,,41,41,2,0
25522,TW,annshinewu,,2002,41,41,1,0
25522,JP,shuta06,,2001,41,41,3,0
25522,JP,kanoshin,,2003,41,45,3,0
25522,JP,ryokubu2718,,,41,41,3,0
25522,JP,rsasaki,,,41,41,1,0
25522,JP,michaelymo,,,41,41,3,0
25522,CN,hhd,,,41,41,4,0
25522,JP,mymelon,,,41,41,1,0
25522,JP,ryuponn,,1998,41,41,2,0
25522,CA,cuminh98,,1998,41,41,1,0
25522,JP,unokenta,,,41,41,1,0
25522,CN,steadying,,,41,41,1,0
25522,BE,thearn2002,,2002,41,41,1,0
25522,JP,Yamajin2525,岩手大学,1997,41,41,2,0
25522,JP,chi_yasu,,1997,41,42,4,0
25522,JP,kappaexpress,東北大学,1995,41,41,1,0
25522,JP,asasigure_ice,,1999,41,41,1,0
25522,CN,lucypeony,,1992,41,41,2,0
25522,CN,s106062228,,,41,41,1,0
25522,IN,ankit_06,IIT ROORKEE,1997,41,41,1,0
25522,CN,Liaomo,,2013,41,41,1,0
25522,JP,tmoon,,1996,41,41,3,0
25522,JP,kitakitsune_13,,1997,41,41,1,0
25522,CN,tack,,1988,41,53,5,0
25522,JP,irotoris,,,41,41,2,0
25522,IN,arpan10godiyal,,,41,41,1,0
25522,JP,iwacchi,Hosei University,1997,41,41,3,0
25522,JP,yoshikyu,,1993,41,41,3,0
25522,CN,yizr_cnyali,Yali Middle School,2003,41,41,1,0
25522,JP,byxzff,,,41,41,1,0
25522,BR,iesley,,,41,41,1,0
25522,JP,lightworker,,1998,41,41,2,0
25522,JP,sein,,2000,41,41,2,0
25522,JP,toson,,1999,41,41,3,0
25522,JP,raoka0000,,1996,41,41,1,0
25522,IN,avinashvarma97,,1997,41,41,1,0
25522,VN,Santoni,,2000,41,41,3,0
25522,JP,A_N,,1990,41,41,2,0
25522,IN,noobcoder002,,2000,41,41,5,0
25522,CN,YANYUN,,2001,41,41,1,0
25522,JP,Minamikawa,国立明石工業高等専門学校,2002,41,41,3,0
25522,JP,fdsldk,,1998,41,41,3,0
25522,JP,jsopanti,,1998,41,41,2,0
25522,JP,MaidNoDenks,,1993,41,41,2,0
25522,JP,o_xian,九工大プロ研,,41,41,9,0
25522,CN,renxiejing,,2004,41,41,1,0
25522,US,fieldsPi,,,41,41,3,0
25522,JP,tigers524,Kyoto University,,41,41,4,0
25522,IN,jam_abhyansh06,,2000,41,41,5,0
25522,CN,wangtengke,,1994,41,41,1,0
25522,IN,Codiinggeek,Chandigarh University,2000,41,41,2,0
25522,JP,jun_nkgw0205,,1981,41,41,2,0
25522,JP,souenxx,,,41,42,3,0
25522,JP,Urusu3,,1997,41,42,5,0
25522,JP,fuuga00,,1998,41,41,5,0
25522,JP,mamepixel,,,41,41,1,0
25522,RO,Razvan28,,2003,41,41,1,0
25522,JP,vykk,,,41,41,1,0
25522,BD,masud_cu19,,1999,41,41,2,0
25522,CN,icjy,,1999,41,41,1,0
25522,IN,akane_psycho,iit patna,1999,41,41,1,0
25522,JP,msawada,,,41,41,1,0
25522,JP,appp,京都大学,2000,41,41,3,0
25522,CN,a976055283,,1999,41,41,1,0
25522,JP,gratefuldead,,,41,41,2,0
25522,JP,yuki_snown,,1999,41,41,2,0
25522,JP,a18thAug,,,41,41,2,0
25522,IN,prime_walker,,1999,41,41,1,0
25604,JP,null44,,,40,40,1,0
25604,JP,straight,Tokyo Univ,,40,40,2,0
25604,JP,laclefyoshi,,1983,40,40,1,0
25604,JP,tereka,,1991,40,40,1,0
25604,JP,zawa,,1991,40,40,2,0
25604,JP,stackstuck,ynu,1991,40,40,2,0
25604,JP,nikosier,,1995,40,40,2,0
25604,JP,huylllooo,,,40,40,1,0
25604,IN,vicky1997,Army Institute Of Technology Pune,1997,40,40,1,0
25604,BD,Shihab_Hossain,,1996,40,48,2,0
25604,CN,yangpu,Jiangdu Shiyan Junior School,2004,40,40,2,0
25604,EG,Mohamed_Sakr,,1996,40,40,1,0
25604,HR,ivan0309,,1999,40,40,1,0
25604,JP,TEWi_R,,,40,40,3,0
25604,CN,wangxu,,,40,40,4,0
25604,CN,caohongjun,,,40,40,3,0
25604,JP,tkyo,,,40,40,3,0
25604,JP,dhymrd,,,40,40,1,0
25604,CN,TK1996,,,40,40,1,0
25604,BH,zhandos_n,,1909,40,40,1,0
25604,IN,chhavi,,,40,40,1,0
25604,JP,tomo1560,,1997,40,40,2,0
25604,JP,kmdivix,,1989,40,40,1,0
25604,IN,nashmathur,,1999,40,40,1,0
25604,CN,xxqingche,,1999,40,40,1,0
25604,JP,baby_www_15,,,40,40,1,0
25604,JP,phantom,,,40,40,1,0
25604,JP,rizumita,Everforth,1977,40,40,2,0
25604,JP,wjx16120004,,,40,40,6,0
25604,CN,lmsh7,,2002,40,40,1,0
25604,CN,hanerww,,,40,40,1,0
25604,JP,ogr,,1995,40,40,1,0
25604,JP,demeter1209,Univ,,40,40,5,0
25604,JP,gliese,,1993,40,59,5,0
25604,JP,shoppingPanda,,,40,40,2,0
25604,JP,A29,,,40,40,2,0
25604,JP,m4eD,,1999,40,40,2,0
25604,IN,Sikh_coder,"Vellore Insitute of Technology, Vellore",1997,40,40,2,0
25604,JP,leo_rabbit30,,,40,40,6,0
25604,JP,ntsuyoshi,学生,1997,40,40,3,0
25604,JP,seicappy,seica×naoppy,2018,40,40,1,0
25604,JP,aoksh,,,40,40,1,0
25604,JP,NieR,,,40,40,4,0
25604,JP,numa66,,1999,40,40,3,0
25604,JP,hikaen2,,,40,40,1,0
25604,JP,Herrings,,2003,40,47,7,0
25604,IN,noman16,,2002,40,40,1,0
25604,CN,tyk13,,2005,40,40,1,0
25604,JP,luu,,1995,40,40,3,0
25604,JP,tenetennec,,1997,40,40,1,0
25604,CN,zwu_2017010522,,,40,40,2,0
25604,JP,levete,,2002,40,40,5,0
25604,BD,mdfarhansadiq,,1999,40,40,8,0
25604,JP,iKatsudon,,1997,40,40,3,0
25604,JP,shinbunbun,,2003,40,40,5,0
25604,JP,mnagashio,,1990,40,40,5,0
25604,JP,NoonRyou,,,40,40,3,0
25604,CN,sp201604,,2004,40,40,1,0
25604,MY,ransontham,,2004,40,40,1,0
25604,JP,morisin,,1979,40,40,2,0
25604,ID,azhar556,MA Tahfizhul Quran Isykarima,1996,40,40,1,0
25604,IN,escobar,,1999,40,40,2,0
25604,IN,Akash24,,2000,40,40,2,0
25604,JP,ttcorp,Tata Consultancy Services,1992,40,40,2,0
25604,JP,ishtar,,1999,40,40,1,0
25604,JP,koppe,青山学院大学,1997,40,40,3,0
25604,IN,shrishsharma07,,1993,40,40,1,0
25604,CN,pxy123456,,1975,40,40,1,0
25604,JP,mayu5mayu2,,1994,40,40,4,0
25604,IR,levstd,,,40,40,2,0
25604,KR,papigom2,Chung-Ang university,2000,40,40,2,0
25604,JP,koruku,,,40,40,2,0
25604,JP,swdy,会社員,1993,40,40,2,0
25604,CN,t3018209075,,2000,40,40,1,0
25604,CN,MeSeaw,,2002,40,40,1,0
25604,JP,GKhiikor,,1996,40,40,3,0
25604,JP,k0taka,,1999,40,48,5,0
25604,JP,Fukushi294,,1991,40,40,2,0
25604,JP,heine98,,1988,40,40,1,0
25604,JP,takuthon,,1996,40,40,2,0
25604,JP,nendocode,,1985,40,40,2,0
25604,JP,NASSUN_ei1906,hamako,2003,40,40,2,0
25604,JP,toritory,,,40,52,9,0
25604,IN,prsb2408,iet davv indore,2000,40,40,2,0
25604,CN,Vindur,Earth,1999,40,40,1,0
25604,CN,paoying,,,40,40,1,0
25604,JP,shoka61,,,40,40,2,0
25604,IN,sanusaurav8082,Bachelor,1998,40,40,1,0
25604,JP,kazutta,,,40,40,3,0
25604,JP,A_GoodOne,NAIST,1996,40,40,2,0
25604,BD,shamim7999,,1998,40,40,1,0
25604,IN,mrmadfox007,,1998,40,40,1,0
25604,JP,user_99,Hokkaido Univercity,1999,40,40,4,0
25604,JP,TAONE,,1982,40,40,3,0
25604,JP,yrarchi,,,40,40,2,0
25604,VN,dylanrhodes,,2003,40,40,1,0
25604,JP,sasamyi,,,40,40,3,0
25604,CN,wdk1745,,2003,40,40,1,0
25604,IN,tesla_,,1997,40,40,2,0
25604,IN,somu_9,NIT Uttarakhand,1998,40,40,3,0
25604,CN,zwu_2018010329,,2000,40,51,6,0
25604,JP,yokan,,,40,40,1,0
25604,JP,kzk0829,,1995,40,40,2,0
25604,JP,yayaya7639,Kwansei Gakuin Univ.,1998,40,40,2,0
25604,JP,staym,,1996,40,40,1,0
25604,BD,SuvomSom,,,40,40,1,0
25604,IN,durgesh30508,,1999,40,40,1,0
25604,JP,kotatsu0715,,1988,40,40,2,0
25604,IN,jaguar13,Manipal Institute of Technology ,1999,40,40,1,0
25604,JP,maserarr,,,40,40,1,0
25604,JP,futa_saitama,,,40,40,1,0
25604,IN,Ashutosh,,,40,40,1,0
25604,IN,Arjun_Thakur,,2001,40,40,1,0
25717,JP,fumieval,モナディックワールド,,39,39,1,0
25717,JP,nogaken1107,早稲田大学,,39,39,1,0
25717,JP,hiroki11x,Tokyo Tech,,39,39,1,0
25717,JP,Velonica2227,大学,,39,39,2,0
25717,JP,RkEclair,,,39,39,2,0
25717,JP,missileluncher,CTRL,,39,39,1,0
25717,IN,trier,,1993,39,39,1,0
25717,JP,ne280001a,,,39,45,3,0
25717,JP,satyam2401,,,39,39,2,0
25717,CN,cbjtu,,,39,39,1,0
25717,JP,Toru1024,,1997,39,39,2,0
25717,KZ,tmdautov,,1990,39,39,2,0
25717,JP,Kazuya_Iguchi,,,39,39,2,0
25717,JP,h_wada,,,39,39,1,0
25717,IN,blackmaverick,,1996,39,39,1,0
25717,JP,aftea,,,39,43,7,0
25717,IN,GodKira,pune institute of computer technology,1997,39,39,1,0
25717,CN,linda_orz,,2001,39,39,1,0
25717,AU,dg1777,,,39,39,1,0
25717,CN,lucy2903,,,39,39,1,0
25717,JP,nyggg,,2001,39,39,1,0
25717,JP,chankou,,1996,39,39,1,0
25717,JP,ky_yk_d,,1992,39,39,1,0
25717,CN,wwhh,,1998,39,39,2,0
25717,CN,tzc15ylx,,,39,39,1,0
25717,JP,tsuno,,1978,39,39,1,0
25717,IN,prayas0709,,1997,39,39,1,0
25717,JP,wataly00,,2001,39,39,1,0
25717,JP,daty,,,39,39,1,0
25717,CN,tzcNayo,,1998,39,39,1,0
25717,IN,rashish2202,IIT Roorkee,1999,39,39,1,0
25717,JP,Kaboos,,2000,39,39,1,0
25717,CN,miaomiao3,,2006,39,39,1,0
25717,JP,ybc2234492579,,,39,39,1,0
25717,JP,myurariya,,1997,39,39,9,0
25717,JP,bovojy63,,,39,39,6,0
25717,CN,hack1nt0,,,39,39,1,0
25717,JP,Usaku,,1998,39,39,5,0
25717,RU,zakaulovaaa,,1999,39,39,1,0
25717,CN,JimZhou001,,,39,39,1,0
25717,CN,zwu_2017010468,,,39,39,2,0
25717,CN,njtech1401170127,,,39,39,2,0
25717,CN,njtech1405170221,,1999,39,39,1,0
25717,JP,ryo_tas,,,39,39,1,0
25717,IN,mr_ohit,,1998,39,39,2,0
25717,CN,guet1700300413,,,39,39,1,0
25717,JP,snow_beat,,,39,39,5,0
25717,JP,Narin,,1999,39,39,7,0
25717,JP,hukinorin,,1998,39,39,2,0
25717,JP,RIN1208,,1999,39,39,3,0
25717,CN,Ambitionxw,,1998,39,39,1,0
25717,CN,zhaotianyi,,,39,39,1,0
25717,CN,eternityzzing,,1999,39,39,1,0
25717,JP,aoharu514,N高等学校,2002,39,43,15,0
25717,IN,vishal_burman23,SRM University,1998,39,39,1,0
25717,JP,mits,,1989,39,39,2,0
25717,JP,anonamename,,,39,39,3,0
25717,IN,anshul299,,1998,39,39,1,0
25717,VN,dvh,,1988,39,39,6,0
25717,TH,smadarasmi,,1993,39,39,1,0
25717,JP,soneo,University of Tsukuba,1997,39,39,2,0
25717,JP,starceo,Tokyo University,1995,39,39,4,0
25717,JP,YEBISU,静岡大学大学院総合科学技術研究科情報学専攻,1995,39,39,3,0
25717,JP,gmg,,,39,39,2,0
25717,JP,hautbois1011,,1998,39,39,1,0
25717,JP,km13,,1995,39,39,2,0
25717,JP,ne300156,,,39,39,1,0
25717,CN,Boctorio,,1998,39,39,1,0
25717,JP,jihanki,,1994,39,39,1,0
25717,JP,sktrombone,東京高専情報工学科,1999,39,39,2,0
25717,CN,DimmuBorgir,SWU,1998,39,39,1,0
25717,JP,Juntagu,,1985,39,39,1,0
25717,JP,shibahas,,1993,39,39,3,0
25717,JP,empitsu88,,,39,39,2,0
25717,JP,Penvoker,,1993,39,39,3,0
25717,IN,leppin,,2000,39,39,1,0
25717,ID,estarossa,,,39,39,1,0
25717,JP,risyuryu,,1997,39,39,3,0
25717,BD,Nipunbaishnab,,1998,39,39,2,0
25717,JP,Tenbit,,,39,39,3,0
25717,JP,MiniSlime,,2003,39,39,2,0
25717,JP,Hand1,早稲田大学,1999,39,39,2,0
25717,JP,sjsnmc,,1997,39,39,3,0
25717,JP,shinanoriver,,1999,39,39,2,0
25717,IN,shubham_khanna,,1997,39,39,2,0
25717,JP,threetree,,1998,39,44,5,0
25717,IN,yashdusing,,1998,39,39,1,0
25717,JP,maku693,,1994,39,40,3,0
25717,JP,naoki0707,,1993,39,41,5,0
25717,JP,shion24,,,39,39,3,0
25717,JP,i0s515,,1998,39,39,1,0
25717,CN,Chiest,,1995,39,39,1,0
25717,CN,haode,,2000,39,39,1,0
25717,JP,Falco,,2002,39,39,3,0
25717,CN,HCacai,,1999,39,39,1,0
25717,HK,az6,,,39,39,1,0
25717,JP,kksat,,1998,39,39,3,0
25717,IN,Qua_sar,,1999,39,39,1,0
25717,JP,unigiri,,1991,39,39,1,0
25717,JP,pacolun,,1996,39,39,5,0
25717,IN,dm9000,,,39,40,3,0
25717,CN,dyk,18339199006,2000,39,39,1,0
25717,MA,stdSwift,,,39,39,1,0
25717,JP,shugogo,SMBC日興証券,1991,39,39,1,0
25717,CN,williamllk,hesy,2007,39,39,4,0
25717,JP,alice_fr,,1999,39,39,1,0
25717,JP,tksktksk,,,39,39,1,0
25717,MD,Beefichor,,2001,39,39,1,0
25717,JP,yohey,,1998,39,39,1,0
25717,IN,AkshayDagar,None,1998,39,39,1,0
25717,JP,DivineJK,Tokyo Institute of Technology,1997,39,39,1,0
25717,JP,nekomist,,1990,39,39,1,0
25717,IN,Jtin,,1998,39,39,1,0
25830,JP,sx99,Okayama prefectural university,,38,38,2,0
25830,JP,yskshi,japan,,38,38,1,0
25830,JP,swift_file,無所属,,38,38,4,0
25830,JP,tokkinoko,"National Institute of Technology, Kagoshima College",2000,38,38,4,0
25830,JP,on0z,,,38,38,2,0
25830,LT,Crinoid,,,38,38,1,0
25830,JP,devkarasu,一関高専電算部,1998,38,38,2,0
25830,JP,bellwood4486,,,38,38,3,0
25830,JP,wkm_ris,,,38,38,3,0
25830,JP,kika0509,,,38,38,1,0
25830,CN,qinxiaobao,,1998,38,40,7,0
25830,JP,sasaki_hoge,,1994,38,38,2,0
25830,CN,whatiwhere,xi'an,1997,38,49,8,0
25830,CN,sufehjz,,,38,38,1,0
25830,BD,sk23,,,38,38,1,0
25830,JP,nonakakanon,,,38,38,1,0
25830,JP,northpg,,1991,38,38,2,0
25830,CN,Surprisezang,,1997,38,38,1,0
25830,VN,khoibv,Vietnam,1982,38,38,2,0
25830,BR,tes,,,38,38,1,0
25830,IN,sid_001,,2000,38,38,1,0
25830,SY,Ayana,,1996,38,38,1,0
25830,JP,ukiiEstia_,,,38,38,1,0
25830,JP,samothrace,,,38,38,1,0
25830,KR,jason0128,,,38,38,1,0
25830,JP,ryuchama,,1988,38,38,2,0
25830,JP,Nao110,,1995,38,46,4,0
25830,JP,hanatuki0112,,2000,38,38,1,0
25830,IN,roopbiswas,,1998,38,38,1,0
25830,JP,yamao,oit,,38,38,4,0
25830,CN,BadboyQAQ,,,38,38,1,0
25830,CN,Crazy_zeng,,1996,38,38,3,0
25830,JP,chapudding,,1998,38,38,1,0
25830,JP,bf77,Tokyo,1992,38,38,2,0
25830,JP,bonochof,,1997,38,38,1,0
25830,BD,sami7786,,1998,38,38,1,0
25830,JP,skta3569,,1987,38,38,2,0
25830,JP,kurokuro777,,1985,38,38,2,0
25830,JP,southavem,Hitachi,1991,38,38,1,0
25830,CN,Lyn_king,,2002,38,38,1,0
25830,CN,ghh123456,,,38,38,1,0
25830,JP,walker3s,,1997,38,38,2,0
25830,RU,NikPeg,,2002,38,38,1,0
25830,IN,yagamikira123,,1999,38,38,1,0
25830,CN,acxiang,,,38,38,1,0
25830,JP,IVRL,The University of Shizuoka,1999,38,50,5,0
25830,CN,G21GLF,,,38,38,1,0
25830,JP,motsu,,,38,38,6,0
25830,JP,R25fgtSx,Osaka University,1997,38,38,3,0
25830,RU,nikolamorgunov,,2002,38,38,1,0
25830,CN,cgefmn,,1999,38,38,1,0
25830,JP,masaaaaaaaaaa,,1994,38,38,2,0
25830,JP,Ssn_sarang,早稲田大学,1996,38,38,1,0
25830,JP,MOC0,大阪府立大手前高等学校　全日制　競技プログラミング部,2003,38,38,2,0
25830,JP,ttamurak,,1986,38,38,5,0
25830,JP,elehs,高校,2003,38,38,14,0
25830,JP,earth429,長野工業高等専門学校,2001,38,38,4,0
25830,BD,mahabub_tweety,,1999,38,38,3,0
25830,SI,dcrystalj,gold_r0ger,,38,38,1,0
25830,TW,Evanston,,,38,38,4,0
25830,BD,arup52,,1999,38,38,4,0
25830,CN,whrx,,,38,38,1,0
25830,BD,Nasim92,International University of Business Agriculture and Technology ,1997,38,38,4,0
25830,JP,hajikuma,OIT,1999,38,38,4,0
25830,CN,liushizhan,,2000,38,38,2,0
25830,JP,GING,,,38,38,1,0
25830,JP,Azure,今村研究室,1996,38,42,5,0
25830,JP,tyzk,,1999,38,38,4,0
25830,CN,t3018216206,,2000,38,38,1,0
25830,JP,kajirimusi,,1999,38,38,1,0
25830,JP,masayuki5160,,,38,38,1,0
25830,JP,tktk_ow,,1990,38,38,3,0
25830,UA,Purus_Idiota,,,38,38,2,0
25830,JP,UMint,,1997,38,38,2,0
25830,IN,aryan_shobhit,,2000,38,38,2,0
25830,IN,aruroxx31,,1997,38,38,2,0
25830,CN,xyzviki,ecust,1996,38,38,3,0
25830,JP,kokoro_tsugumi,,,38,38,2,0
25830,CN,ztc,,,38,38,2,0
25830,JP,kaiju,,,38,38,6,0
25830,JP,shuuuuuhei,,,38,38,7,0
25830,JP,re_fridge_,,1994,38,38,2,0
25830,JP,nidone,,1998,38,38,5,0
25830,JP,ptaku,名古屋大学大学院,1995,38,47,3,0
25830,JP,tosshi1205,,,38,38,1,0
25830,JP,sidoo,,2004,38,38,3,0
25830,JP,okp,,1993,38,38,1,0
25830,TW,macaca50507,,1996,38,38,1,0
25830,JP,biv6b,,1982,38,38,2,0
25830,JP,kaburagi,,1987,38,38,1,0
25830,CN,StudyForest,,,38,38,1,0
25830,IN,leibnitzisback,,,38,38,2,0
25830,JP,TaroHiraishi,鹿児島大学,1999,38,38,4,0
25830,CN,Violen,,2000,38,38,2,0
25830,JP,kkk2ttt,,1987,38,38,4,0
25830,JP,naan_,,,38,38,1,0
25830,JP,utaku,,1994,38,38,1,0
25830,IN,yashjain,IIT Roorkee,1998,38,38,2,0
25830,JP,ten1198,Kobe University,1997,38,38,2,0
25830,RO,wsdookadr,-,1986,38,41,2,0
25830,JP,theken,,,38,38,2,0
25830,JP,yat,,,38,38,1,0
25830,CN,PI_UKE,,,38,38,1,0
25830,CN,yanggidear,,,38,38,1,0
25934,JP,s_konbu,REDIMPULZ,1993,37,37,1,0
25934,JP,tanemura,?,,37,44,2,0
25934,JP,g1531072,学生,,37,44,3,0
25934,JP,comp097,東京都市大学,,37,37,4,0
25934,JP,cia_rana,,1994,37,46,2,0
25934,JP,tr2azb,,,37,37,1,0
25934,JP,tweetong,,,37,37,1,0
25934,JP,kenijl1116,,,37,37,1,0
25934,VN,thanhnh,,1998,37,37,2,0
25934,CN,nka_kun,qdu,1997,37,37,1,0
25934,CN,Mr_Mo,,,37,37,1,0
25934,JP,matti,,,37,37,4,0
25934,CN,noodlesW,,,37,37,2,0
25934,CN,zaijihe,,,37,37,3,0
25934,JP,happybirthday,,2000,37,37,7,0
25934,CN,btc,,,37,37,3,0
25934,JP,ma2mo10,,1998,37,45,5,0
25934,JP,kangba,,,37,37,1,0
25934,BD,yearat,,1996,37,37,1,0
25934,IN,sinha12,,1998,37,37,1,0
